,distance_function,mask,prealign,preprocess,postprocess,postalign,cam,eer
221,random_subsampling_dist,fingerfocus,huang_normalization,id,id,miura_matching,2,0.08919597989949746
222,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,id,1,0.2185929648241206
223,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,id,2,0.207286432160804
224,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,center_of_mass,1,0.25879396984924624
225,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,center_of_mass,2,0.2751256281407035
226,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,miura_matching,1,0.11306532663316583
227,random_subsampling_dist,fingerfocus,huang_normalization,id,skeletonize,miura_matching,2,0.09673366834170849
228,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,id,1,0.2135678391959799
229,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,id,2,0.19974874371859297
230,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,center_of_mass,1,0.28015075376884424
231,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,center_of_mass,2,0.2650753768844221
232,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,miura_matching,1,0.11557788944723618
233,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,id,miura_matching,2,0.08668341708542714
234,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,id,1,0.19597989949748743
235,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,id,2,0.16959798994974873
236,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,center_of_mass,1,0.23115577889447236
237,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,center_of_mass,2,0.2399497487437186
238,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,miura_matching,1,0.12437185929648241
239,random_subsampling_dist,fingerfocus,huang_normalization,hist_eq,skeletonize,miura_matching,2,0.1080402010050251
240,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,id,1,0.2399497487437186
241,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,id,2,0.25753768844221103
242,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,center_of_mass,1,0.29396984924623115
243,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,center_of_mass,2,0.2776381909547739
244,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,miura_matching,1,0.10678391959798995
245,random_subsampling_dist,fingerfocus,huang_fingertip,id,id,miura_matching,2,0.08417085427135679
246,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,id,1,0.2185929648241206
247,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,id,2,0.2273869346733668
248,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,center_of_mass,1,0.26256281407035176
249,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,center_of_mass,2,0.27386934673366836
250,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,miura_matching,1,0.11306532663316583
251,random_subsampling_dist,fingerfocus,huang_fingertip,id,skeletonize,miura_matching,2,0.09798994974874371
252,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,id,1,0.20854271356783916
253,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,id,2,0.228643216080402
254,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,center_of_mass,1,0.28266331658291455
255,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,center_of_mass,2,0.2675879396984925
256,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,miura_matching,1,0.114321608040201
257,random_subsampling_dist,fingerfocus,huang_fingertip,hist_eq,id,miura_matching,2,0.0829145728643216
