,dataset_id,score_function,feature_extractor,alignment,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,score
149,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,3,2,2,0.9996994373144855
150,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,5,1,1,0.9997208777553863
151,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,4,5,2,2,0.9997390809973269
152,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,1,1,1,0.9997317803845818
153,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,1,2,2,0.9998270947264937
154,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,2,1,1,0.9997395765898512
155,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,2,2,2,0.9997487747209566
156,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,3,1,1,0.9997690980368253
157,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,3,2,2,0.9997584806617398
158,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,4,1,1,0.9997208777553863
159,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,0,0,right,right,middle,middle,5,4,2,2,0.9997390809973269
160,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,2,1,1,0.9997835125036479
161,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,2,2,2,0.9998073953262916
162,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,3,1,1,0.9998464185163028
163,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,3,2,2,0.9998537470103525
164,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,4,1,1,0.9998525251329689
165,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,4,2,2,0.9998262915024804
166,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,5,1,1,0.9998126895992003
167,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,1,5,2,2,0.9997944574243246
168,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,1,1,1,0.9997835125036479
169,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,1,2,2,0.9998073953262916
170,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,3,1,1,0.9998530934401614
171,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,3,2,2,0.9998648903572502
172,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,4,1,1,0.9998371662453537
173,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,4,2,2,0.9998392920338125
174,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,5,1,1,0.9997780064132583
175,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,2,5,2,2,0.9998222562385146
176,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,1,1,1,0.9998442553968141
177,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,1,2,2,0.9998537470103525
178,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,2,1,1,0.9998530934401614
179,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,2,2,2,0.9998648903572502
180,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,4,1,1,0.9996688836152113
181,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,4,2,2,0.9997203007757097
182,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,5,1,1,0.9997628112751558
183,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,3,5,2,2,0.9998089622803582
184,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,1,1,1,0.9998525251329689
185,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,1,2,2,0.9998262915024804
186,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,2,1,1,0.9998295291513334
187,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,2,2,2,0.9998392920338125
188,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,3,1,1,0.999661176064355
189,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,3,2,2,0.9997173294666698
190,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,5,1,1,0.9996907836602863
191,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,4,5,2,2,0.9997671669997524
192,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,1,1,1,0.9998126895992003
193,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,1,2,2,0.9997944574243246
194,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,2,1,1,0.9997780064132583
195,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,2,2,2,0.9998222562385146
196,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,3,1,1,0.9997628112751558
197,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,3,2,2,0.9998089622803582
198,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,4,1,1,0.9996907836602863
199,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,index,index,5,4,2,2,0.9997671669997524
200,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,2,1,1,0.9997749849508042
201,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,2,2,2,0.9998315537083793
202,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,3,1,1,0.9996205577707769
203,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,3,2,2,0.9997650807153519
204,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,4,1,1,0.9998044227980357
205,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,4,2,2,0.9998753619618069
206,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,5,1,1,0.9997731839930772
207,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,1,5,2,2,0.9998333509037977
208,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,1,1,1,0.9997749849508042
209,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,1,2,2,0.9998315537083793
210,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,3,1,1,0.9997507329202738
211,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,3,2,2,0.9997888613376394
212,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,4,1,1,0.9997259318539712
213,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,4,2,2,0.9998237021513511
214,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,5,1,1,0.9996623418250368
215,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,2,5,2,2,0.9997580796003135
216,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,1,1,1,0.9996205577707769
217,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,1,2,2,0.9997650807153519
218,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,2,1,1,0.9997559696236294
219,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,2,2,2,0.9997888613376394
220,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,4,1,1,0.9997437225015899
221,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,4,2,2,0.9998556156227614
222,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,5,1,1,0.9997343447760365
223,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,3,5,2,2,0.9997845719842485
224,i,hamming_dist_sub_blur,maximum_curvature,miura_matching,1,1,left,left,middle,middle,4,1,1,1,0.9997857511881394
